Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe3500350038003500,Lisa Vega,0.2,29.0,11.0,254.0,Wood,4.86,19.77,No,No,Yes,Roadways,No,Working Class,No,04/01/19,04/02/19,"Port Mary, NE 97128",166.64
fffe3800390032003200,Hiram Williams,0.13,29.0,10.0,644.0,Wood,5.36,17.83,Yes,No,No,Airways,No,Working Class,No,09/09/15,09/06/15,FPO AE 75240,157.19
fffe3700340038003000,Alicia Duran,0.16,18.0,10.0,581.0,Aluminium,3.74,22.93,No,No,No,Roadways,No,Working Class,No,01/04/15,01/08/15,"Wilkinsville, PA 74900",141.63
fffe3700360036003400,Frank Simmon,0.32,25.0,10.0,28714.0,Brass,103.69,70.06,No,No,No,Roadways,No,Working Class,No,03/04/15,03/01/15,"Woodborough, SC 02862",801.93
fffe3600300031003800,John Costa,0.62,28.0,17.0,1582139.0,Marble,12697.57,94.99,Yes,Yes,No,Airways,No,Working Class,No,12/29/16,12/28/16,"Lake Philip, AK 46037",33313.31
fffe3500360036003900,Catherine Phillies,0.63,18.0,8.0,52982.0,Marble,255.76,39.67,Yes,No,Yes,Airways,No,Working Class,Yes,09/09/17,09/10/17,DPO AA 36633,1536.78
fffe3600380030003200,Gary Brooks,0.79,40.0,17.0,81070.0,Bronze,307.47,36.32,No,Yes,Yes,Airways,No,Wealthy,No,01/07/19,01/06/19,"Hayneston, NM 15874",6693.05
fffe3500380031003400,Gary Keith,0.2,18.0,7.0,5422.0,Brass,22.53,53.22,No,No,No,Roadways,No,Working Class,No,09/04/16,09/03/16,"Joseport, FL 99834",367.75
fffe3800370030003800,Robert Pullis,0.37,3.0,2.0,45.0,Brass,5.82,14.6,Yes,No,No,Waterways,No,Working Class,No,11/10/15,11/14/15,"Millerchester, ND 40332",145.87
fffe3900350032003100,Suellen Rash,0.4,15.0,8.0,830.0,Clay,5.05,24.51,Yes,Yes,No,Airways,Yes,Wealthy,No,07/27/15,07/30/15,"Reyesstad, OH 02017",306.54
fffe3800380032003600,Gary Ottis,0.52,19.0,6.0,38134.0,Marble,136.89,62.06,No,No,Yes,Roadways,No,Working Class,No,11/25/17,11/24/17,"Sanchezmouth, AZ 51737",927.78
fffe3300330033003500,Dorothy Easter,0.12,26.0,13.0,13110.0,Bronze,54.91,99.8,Yes,Yes,Yes,Airways,No,Working Class,No,04/27/16,04/23/16,"South Matthew, WI 91443",815.88
fffe3300340035003300,Elton Parker,0.02,11.0,7.0,315.0,Aluminium,3.75,12.34,No,No,Yes,Roadways,No,Working Class,No,12/24/15,12/24/15,"Port Nicolehaven, NJ 59960",110.69
fffe3700330031003100,Grant Gore,0.58,8.0,4.0,365.0,Bronze,5.24,17.09,No,Yes,No,Airways,No,Working Class,Yes,10/15/17,10/19/17,"New Jonathanchester, VA 99250",228.08
fffe3400300039003800,Larry Brooks,0.53,49.0,23.0,8417.0,Aluminium,8.6,28.5,No,No,Yes,Roadways,No,Wealthy,No,03/14/17,03/13/17,"East Edward, IN 56789",920.97
fffe370034003800,Edna House,0.27,30.0,10.0,14897.0,Bronze,34.68,36.8,No,No,Yes,Roadways,No,Working Class,No,05/30/16,06/01/16,"East Allison, NC 96459",389.55
fffe3300380036003200,Betty Lindquist,0.38,30.0,16.0,2490.0,Aluminium,5.6,15.92,Yes,No,No,Waterways,No,Working Class,No,01/16/15,01/13/15,"South Anthonytown, ND 52515",228.8
fffe3600380039003200,Louise Harris,0.9,51.0,15.0,140501.0,Brass,428.91,87.56,No,No,Yes,Airways,No,Working Class,No,12/03/15,12/05/15,"South Anthonyborough, VA 66029",11828.18
fffe3400360031003600,Donald Janssen,0.38,9.0,5.0,950.0,Brass,3.45,11.61,No,No,Yes,Roadways,No,Working Class,No,05/28/19,05/28/19,"Port Beverly, MS 01545",171.6
fffe3400320031003100,Dale Aiyer,0.11,13.0,7.0,2656.0,Brass,8.52,14.74,Yes,Yes,No,Airways,No,Wealthy,Yes,11/20/17,11/18/17,"North Dylan, MT 80755",240.69
fffe3800320031003700,Lisa Jeune,0.49,11.0,7.0,853.0,Bronze,5.85,20.5,No,No,No,Roadways,No,Wealthy,No,02/24/15,02/27/15,"Susantown, AZ 98884",249.69
fffe3800380030003000,Lois Salinas,0.88,34.0,15.0,1647.0,Aluminium,3.78,23.65,No,No,No,Roadways,No,Working Class,Yes,01/14/15,01/10/15,"South Stevenborough, NV 53874",1075.65
fffe3900380038003100,Ruth Mccullough,0.66,10.0,5.0,473.0,Clay,5.19,15.75,No,Yes,No,Airways,Yes,Wealthy,No,09/10/16,09/08/16,"South Matthew, ID 61336",327.65
fffe3700380030003800,Gina Ward,0.38,12.0,8.0,36829.0,Marble,222.23,71.63,No,No,Yes,Roadways,No,Wealthy,Yes,08/26/17,08/26/17,"North Terri, ME 59786",1148.83
fffe3600370030003600,Robert Russo,0.18,13.0,7.0,149.0,Wood,3.6,10.75,No,No,No,Roadways,No,Working Class,No,05/17/16,05/17/16,"North Andrewville, VT 12555",98.69
fffe3700350037003100,Mary Mowles,0.52,21.0,9.0,537458.0,Stone,1407.43,26.17,No,No,Yes,Roadways,No,Working Class,No,03/20/18,03/18/18,"Frenchberg, VA 81734",4327.71
fffe3700310036003100,Joan Weber,0.78,13.0,6.0,448.0,Clay,4.05,18.21,No,No,No,Roadways,Yes,Working Class,No,11/06/18,11/02/18,FPO AP 13440,374.75
fffe3600370039003700,Lacie Robbins,0.78,25.0,20.0,30323.0,Brass,240.15,31.58,No,No,No,Roadways,No,Working Class,No,09/15/17,09/17/17,"East Brandonburgh, MI 83959",1592.32
fffe3600390036003300,Betty Winkleman,0.78,19.0,6.0,250.0,Wood,5.49,18.05,No,No,No,Roadways,No,Working Class,No,01/23/18,01/20/18,"Gloriaside, AK 95918",419.91
fffe3800320036003700,Jessie Durden,0.25,33.0,28.0,88862.0,Bronze,43.68,56.89,Yes,Yes,Yes,Airways,No,Wealthy,No,08/25/16,08/29/16,"New Brandiside, WA 39105",1459.74
fffe3600380038003500,William Clevenger,0.11,26.0,11.0,1745.0,Aluminium,4.83,17.48,No,No,Yes,Roadways,No,Working Class,No,03/23/17,03/19/17,"Karenberg, KS 28504",172.55
fffe3200320032003300,Erik Schindele,0.06,7.0,5.0,150.0,Aluminium,6.46,16.25,Yes,No,No,Roadways,No,Working Class,Yes,07/06/16,07/05/16,"West Nathan, NY 04113",153.88
fffe3600350037003600,Devin Goetzinger,0.18,46.0,21.0,1212.0,Wood,3.1,18.71,No,Yes,Yes,Airways,No,Wealthy,No,05/12/15,05/09/15,"North Russell, CT 60338",242.2
fffe3600350030003300,Don Oakes,0.89,22.0,10.0,174529.0,Marble,1076.23,85.51,No,No,No,Airways,No,Working Class,No,02/14/19,02/15/19,"North Andrew, FL 47836",4359.05
fffe3500390039003900,Pamela Smith,0.63,46.0,20.0,61188.0,Bronze,62.8,69.14,No,Yes,No,Airways,No,Working Class,No,12/24/16,12/20/16,"North Benjaminshire, MS 94269",3285.86
fffe3900320031003500,William Baker,0.01,5.0,5.0,3804.0,Stone,6.58,23.74,No,Yes,No,Roadways,No,Wealthy,No,07/19/17,07/15/17,"North Chelsea, HI 34485",266.54
fffe3700330030003100,Katrina Meeks,0.31,5.0,5.0,349.0,Brass,5.81,13.32,No,Yes,No,Airways,No,Wealthy,No,01/25/15,01/27/15,APO AE 32000,-172.58
fffe3700310039003700,Kayla Monteiro,0.34,23.0,12.0,450.0,Wood,4.95,24.48,No,No,No,Roadways,No,Working Class,No,12/14/17,12/15/17,"Lloydbury, IA 05536",-211.1
fffe3700370039003000,Amanda Tran,0.6,21.0,11.0,519468.0,Stone,2963.77,37.73,No,Yes,Yes,Airways,No,Working Class,No,03/13/19,03/13/19,"Aguilarmouth, UT 62043",16579.54
fffe3800390038003600,Julius Cherry,0.46,22.0,9.0,1252.0,Clay,3.82,17.11,No,No,Yes,Roadways,Yes,Working Class,No,11/26/15,11/30/15,"East Katherine, IN 71179",242.76
fffe3800350037003300,Jason Marion,0.82,22.0,6.0,2344.0,Bronze,9.27,12.05,Yes,Yes,No,Airways,No,Wealthy,No,02/17/18,02/14/18,"West Heather, OK 84529",2320.91
fffe3600390037003300,Anna Goldwyn,0.88,9.0,5.0,7237.0,Marble,35.37,63.87,No,No,Yes,Airways,No,Working Class,No,04/17/18,04/13/18,"North Deborah, OH 61687",1280.89
fffe3900300039003200,Sandra Macdonald,0.29,15.0,8.0,653.0,Clay,5.73,19.16,No,No,No,Roadways,Yes,Working Class,No,05/29/18,05/30/18,"South Jeffrey, MO 88672",-179.03
fffe3800300030003200,Ernest Ewing,0.96,32.0,15.0,1641728.0,Stone,3093.07,94.31,No,No,No,Roadways,No,Working Class,No,07/16/16,07/12/16,DPO AE 13012,35389.19
fffe3400390033003700,Ruby Mendez,0.41,43.0,32.0,53118478.0,Stone,135878.04,70.4,Yes,No,Yes,Waterways,No,Working Class,Yes,06/13/17,06/17/17,"Saraburgh, MN 17217",221014.39
fffe3900320035003500,Andy Miller,0.2,15.0,7.0,239.0,Wood,6.24,12.64,No,Yes,No,Airways,No,Working Class,Yes,05/29/18,05/29/18,"West Ericamouth, NE 63035",132.0
fffe3700330032003500,Morgan Semons,0.44,20.0,7.0,111978.0,Marble,678.19,74.07,No,Yes,Yes,Airways,No,Wealthy,No,04/09/15,04/11/15,"Suzannemouth, RI 45914",5672.51
fffe3800330037003100,Rose Hicks,0.19,20.0,8.0,574.0,Aluminium,4.07,21.04,No,No,Yes,Roadways,No,Working Class,No,11/30/16,11/27/16,"Donaldchester, MO 72051",188.51
fffe3900310030003500,Eddie Strickland,0.6,9.0,4.0,138.0,Clay,6.1,22.7,No,No,Yes,Roadways,Yes,Working Class,No,02/02/17,02/03/17,"East Katherine, CT 51753",310.78
fffe3700330035003900,Beverley Cortez,0.76,15.0,6.0,41125.0,Stone,143.88,30.8,No,No,Yes,Roadways,No,Working Class,No,07/27/15,07/24/15,"Nielsenland, DE 32923",1064.41
fffe3500350035003400,Angela Mayette,0.69,33.0,15.0,2248.0,Aluminium,3.23,12.65,No,No,No,Waterways,No,Wealthy,No,08/24/17,08/21/17,"Phyllismouth, OK 32931",374.67
fffe3700320035003800,John Ford,0.18,3.0,3.0,18.0,Aluminium,3.25,24.54,Yes,No,No,Waterways,No,Working Class,No,04/11/18,04/12/18,"West Alex, KS 53496",149.95
fffe3800360030003500,Bianca Parker,0.73,19.0,6.0,154.0,Wood,6.16,11.01,No,Yes,No,Airways,No,Wealthy,No,11/01/17,11/02/17,"Port Yolanda, IA 70840",355.09
fffe3200320031003600,James Hood,0.33,44.0,15.0,35810.0,Bronze,94.7,36.48,No,Yes,Yes,Roadways,No,Working Class,No,08/02/18,07/30/18,"Lake Melissafort, AK 32596",1692.19
fffe3600390039003500,Gail Bell,0.1,29.0,11.0,490720.0,Marble,273.47,55.4,No,No,Yes,Roadways,No,Working Class,No,07/03/18,07/03/18,"Aaronton, NC 68890",939.5
fffe3700390035003100,Lawrence Jones,0.36,19.0,11.0,6263.0,Bronze,39.2,78.33,No,No,Yes,Airways,No,Working Class,Yes,11/15/16,11/16/16,"New Katie, MD 26934",761.47
fffe3600350034003400,Josue Reynolds,0.08,12.0,6.0,178.0,Wood,6.44,14.12,No,No,Yes,Airways,No,Working Class,No,03/15/17,03/16/17,"Rodneyfort, UT 36522",115.16
fffe3700350034003500,Elizabeth Alexander,0.1,31.0,12.0,19105.0,Bronze,35.4,95.24,Yes,Yes,No,Airways,No,Working Class,No,10/12/17,10/15/17,"Josephshire, NE 30843",547.26
fffe3300380038003700,Carrie Du,0.32,19.0,14.0,206436.0,Marble,745.54,30.88,No,No,No,Roadways,No,Working Class,No,05/21/15,05/19/15,"North Laurenshire, WA 31870",-3804.23
fffe3500310032003300,Catherine Markham,0.27,15.0,8.0,132045.0,Stone,436.91,84.82,Yes,No,No,Airways,No,Working Class,Yes,08/26/15,08/26/15,"Zacharymouth, TX 97929",2106.9
fffe3400380031003400,Julie Bricker,0.55,35.0,8.0,207581.0,Marble,188.01,63.08,Yes,No,Yes,Airways,No,Working Class,No,11/28/16,11/27/16,APO AA 45500,1865.02
fffe3600390032003100,George Edie,0.29,11.0,7.0,59056.0,Stone,124.57,87.48,No,No,No,Roadways,No,Working Class,No,04/05/17,04/09/17,APO AA 10539,743.13
fffe3100340033003600,Ethel Holcomb,0.2,11.0,6.0,237.0,Aluminium,3.7,18.36,No,Yes,Yes,Airways,No,Working Class,No,02/05/16,02/04/16,"Lake Brittany, IA 85506",159.74
fffe3400300032003300,Kristopher Dyke,0.2,29.0,15.0,24972.0,Bronze,29.26,36.41,Yes,No,Yes,Airways,No,Working Class,No,07/11/19,07/12/19,"Sabrinastad, VA 71856",469.77
fffe3600300036003300,Robert Howard,0.47,49.0,20.0,5838.0,Aluminium,3.83,57.41,Yes,No,Yes,Waterways,No,Working Class,No,04/23/15,04/26/15,"Port Roberto, FL 52636",849.82
fffe3300350034003300,Bethany Stevens,0.75,3.0,2.0,95.0,Stone,6.65,24.4,No,No,No,Airways,No,Working Class,No,03/29/19,03/29/19,"North Richard, WI 15226",366.68
fffe3800330039003000,Deirdre Colon,0.32,28.0,16.0,836.0,Wood,6.91,17.16,Yes,No,No,Waterways,No,Wealthy,No,06/27/18,06/28/18,"Hallberg, AZ 05456",206.68
fffe3100380036003600,Joan Campbell,0.24,31.0,10.0,18907.0,Bronze,44.15,84.24,No,No,Yes,Roadways,No,Wealthy,Yes,10/12/17,10/14/17,"Josephshire, DE 71118",792.35
fffe3100340036003000,Benjamin Young,0.72,9.0,5.0,6949.0,Stone,57.9,80.43,No,Yes,No,Airways,No,Wealthy,No,05/04/17,04/30/17,"Port Jonathan, ID 55569",-1817.12
fffe3400360033003500,Velma Simpson,0.64,26.0,6.0,1430.0,Clay,8.69,22.07,Yes,Yes,No,Airways,Yes,Wealthy,No,01/21/17,01/21/17,"Kathyfort, WI 53297",860.64
fffe3700300035003600,Jill Alderman,0.02,20.0,6.0,4076.0,Brass,5.77,17.88,No,Yes,Yes,Airways,No,Working Class,Yes,06/26/18,06/24/18,"West Ronaldmouth, TX 88475",222.19
fffe3900380039003100,Sonia Wagner,0.43,18.0,11.0,167572.0,Marble,1108.5,82.18,No,Yes,No,Airways,No,Working Class,No,05/25/16,05/25/16,"Howardfurt, VT 08882",2836.16
fffe3900390032003600,James Hinson,0.24,36.0,16.0,2425.0,Aluminium,6.45,20.79,No,No,No,Waterways,No,Working Class,Yes,12/07/16,12/05/16,"Graveston, AL 02653",212.57
fffe3700320032003300,Blondell Johnsen,0.36,57.0,12.0,2400.0,Aluminium,6.23,24.87,Yes,No,Yes,Waterways,No,Wealthy,No,08/24/16,08/25/16,"Pinedaburgh, SD 47809",391.29
fffe3800300031003600,Travis Shaffer,0.2,12.0,7.0,55016.0,Stone,158.44,45.0,Yes,No,Yes,Airways,No,Working Class,No,08/12/17,08/09/17,"East Nancymouth, NH 38929",754.5
fffe3800320032003100,Karen Himes,0.17,32.0,10.0,1194.0,Aluminium,5.32,18.1,Yes,No,No,Airways,No,Working Class,No,10/17/17,10/16/17,DPO AE 55607,168.58
fffe3600360036003400,Susan Clarke,0.13,28.0,9.0,351.0,Wood,4.11,17.82,No,Yes,No,Roadways,No,Working Class,Yes,10/27/18,10/30/18,"Brownton, AZ 62331",129.82
fffe3900310034003500,Janice Burton,0.76,29.0,13.0,17479.0,Bronze,50.28,28.4,No,No,No,Roadways,No,Working Class,No,07/02/18,07/06/18,"North Amandamouth, RI 84060",1268.42
fffe3800310038003500,Donald Morrow,0.59,26.0,9.0,1120.0,Aluminium,6.85,24.19,Yes,No,No,Airways,No,Wealthy,No,01/15/17,01/19/17,"Dunnstad, AR 47080",451.63
fffe3200340032003200,Crystal Wayne,0.11,12.0,6.0,37823.0,Stone,47.19,37.93,No,Yes,No,Roadways,No,Wealthy,No,02/07/19,02/07/19,"East Amanda, MA 78046",468.31
fffe3100360037003200,Connie Bullock,0.6,5.0,4.0,151.0,Bronze,5.42,14.98,No,Yes,Yes,Roadways,No,Wealthy,No,05/28/17,05/26/17,"Lake Alyssashire, IN 45326",261.23
fffe3800370031003000,Donald Cruz,0.3,23.0,10.0,1153.0,Aluminium,3.71,20.65,No,No,No,Roadways,No,Working Class,No,03/17/19,03/14/19,"South Robertfurt, MS 12218",-199.1
fffe3800390035003000,Lavonne Driscoll,0.83,50.0,30.0,11811959.0,Marble,73407.35,96.9,Yes,No,No,Waterways,Yes,Working Class,No,12/30/15,12/30/15,"Michaelmouth, UT 89067",3792938.06
fffe3800340035003900,Amanda Stout,0.15,10.0,4.0,141.0,Aluminium,5.21,12.76,No,No,No,Roadways,No,Working Class,No,08/20/19,08/24/19,"Courtneybury, UT 21536",101.81
fffe3600360039003800,Robert Davis,0.14,13.0,7.0,4621.0,Brass,20.43,20.88,No,No,Yes,Roadways,No,Working Class,Yes,04/23/19,04/19/19,"Brendabury, LA 89291",267.67
fffe3800380037003800,Tom Duran,0.54,24.0,11.0,473744.0,Stone,1767.43,37.66,Yes,No,No,Waterways,No,Working Class,No,02/26/16,02/24/16,"Alexandrachester, WI 27904",2524.42
fffe3700300039003600,Leslie Mccoy,0.2,24.0,9.0,311.0,Wood,5.67,11.92,Yes,Yes,No,Airways,No,Wealthy,No,05/08/17,05/10/17,"Lake John, VA 11387",142.63
fffe3400360037003200,Christopher Fujimoto,0.83,25.0,10.0,2302.0,Clay,5.87,14.62,Yes,Yes,Yes,Airways,Yes,Wealthy,No,02/06/19,02/06/19,"Port Jonathan, NH 24598",994.37
fffe3200340031003000,Nina Ginn,0.44,34.0,18.0,2735.0,Aluminium,4.89,12.61,Yes,Yes,Yes,Airways,No,Wealthy,No,11/16/16,11/17/16,"East Leslie, NC 95375",392.35
fffe3700380038003200,Darrell Lawson,0.48,26.0,8.0,104.0,Wood,4.26,11.81,No,Yes,No,Roadways,No,Working Class,No,05/30/19,05/29/19,"Port Samanthatown, AZ 43165",179.0
fffe3900380038003800,Jennifer Wilson,0.6,33.0,19.0,120846.0,Brass,244.03,82.15,No,No,No,Roadways,No,Working Class,No,05/27/15,05/27/15,APO AP 23209,2565.15
fffe3300300032003400,Mark Smith,0.24,31.0,6.0,343220.0,Stone,766.81,99.56,No,No,Yes,Airways,No,Working Class,Yes,10/25/15,10/25/15,"Leslieland, MO 69352",4323.19
fffe3300310033003200,Esther Davis,0.49,47.0,20.0,8325677.0,Stone,12588.46,29.41,No,No,Yes,Roadways,No,Working Class,No,05/27/19,05/27/19,"Lake Danielside, CT 58206",53299.95
fffe3600380035003100,Margaret Clark,0.54,5.0,3.0,49.0,Aluminium,5.11,19.4,No,No,No,Roadways,No,Working Class,No,11/22/17,11/21/17,"East Angela, ME 57107",-194.05
fffe380038003900,Virginia Mcgee,0.47,35.0,14.0,3398653.0,Stone,7870.75,65.99,Yes,No,No,Airways,No,Working Class,No,03/15/19,03/11/19,"Port Angelaland, IN 79004",91767.44
fffe3100390036003500,Rose Dupree,0.18,15.0,7.0,180.0,Wood,3.75,24.08,No,No,No,Waterways,No,Working Class,No,02/12/17,02/12/17,"East Baileymouth, MS 99377",-152.62
fffe3800380035003300,Henrietta Aranda,0.29,9.0,5.0,755.0,Bronze,5.79,16.16,No,No,Yes,Roadways,No,Wealthy,No,04/10/15,04/09/15,"Port Sarahstad, NM 53353",204.35
fffe3100300035003400,Nancy Lever,0.83,34.0,15.0,839893.0,Marble,3633.01,78.7,No,No,Yes,Roadways,No,Working Class,No,04/14/16,04/14/16,"North Joshua, FL 07451",23765.66
fffe3700380034003900,Jesse Fernandez,0.13,19.0,13.0,334.0,Wood,6.5,10.49,No,No,No,Roadways,No,Working Class,Yes,05/02/17,05/01/17,"Spencerhaven, ND 72699",111.53
fffe3700350037003400,James Amick,0.39,3.0,2.0,11.0,Wood,4.17,20.71,No,No,No,Roadways,No,Working Class,Yes,02/18/18,02/15/18,"Josephshire, NC 63232",163.68
fffe3900350037003400,Daniel Keller,0.49,25.0,6.0,193583.0,Stone,536.91,85.9,Yes,No,No,Waterways,No,Working Class,No,05/03/15,05/01/15,"West Erin, WA 03284",3839.83
fffe3600390038003800,Billie Mclaughlin,0.62,38.0,17.0,116226.0,Brass,59.84,95.37,Yes,No,Yes,Waterways,No,Working Class,Yes,05/28/16,05/30/16,"Carsonhaven, AL 80710",2755.29
fffe3900310037003500,Phillip Ramirez,0.92,55.0,31.0,16372329.0,Marble,48194.33,56.67,Yes,No,Yes,Airways,Yes,Working Class,Yes,05/01/18,04/27/18,"Smithtown, NC 20563",1001593.48
fffe3800360039003100,Grace Gazzo,0.71,34.0,9.0,23718.0,Bronze,71.54,82.55,No,No,No,Waterways,No,Working Class,Yes,01/16/18,01/12/18,APO AP 84078,4121.91
fffe3900330035003100,Michael Matthews,0.81,10.0,5.0,1410.0,Brass,6.46,12.25,No,Yes,Yes,Roadways,No,Wealthy,Yes,04/14/15,04/11/15,"South Georgeberg, IL 56034",650.06
fffe3700390035003000,Freda Geffre,0.24,4.0,4.0,234.0,Brass,4.49,12.6,No,Yes,Yes,Roadways,No,Working Class,No,12/12/17,12/08/17,"New Timothy, MS 79535",172.37
fffe3600330030003600,Brett Ahmed,0.16,28.0,13.0,520.0,Wood,4.3,24.87,No,No,Yes,Roadways,No,Working Class,No,07/14/17,07/14/17,"Port Joseph, TX 77632",187.84
fffe3800390039003800,Teresa Bailey,0.12,20.0,7.0,3102.0,Brass,3.35,24.79,No,No,No,Waterways,No,Wealthy,No,11/07/18,11/08/18,"Lake Brettfurt, VT 08301",194.53
fffe3400310033003900,Gilbert Atkinson,0.47,26.0,16.0,2651511.0,Stone,5302.52,70.05,No,Yes,No,Airways,No,Wealthy,Yes,11/11/16,11/11/16,"Anthonyville, AL 39873",79268.05
fffe3200350037003900,Theresa Sinclaire,1.0,23.0,10.0,705048.0,Stone,5786.5,47.52,No,Yes,No,Roadways,No,Wealthy,No,04/15/15,04/19/15,"South Anthonymouth, IL 92139",245607.8
fffe3800370037003000,Paul Rangel,0.04,42.0,15.0,2603197.0,Marble,2560.02,97.03,No,Yes,No,Airways,Yes,Working Class,Yes,02/13/18,02/13/18,"East Matthewport, NJ 46318",8694.3
fffe3800340036003600,Rhonda Shae,0.6,35.0,19.0,7281.0,Clay,10.7,59.69,No,No,No,Waterways,Yes,Working Class,Yes,02/20/18,02/20/18,FPO AA 82871,1174.64
fffe3700360038003800,Dianne Twehous,0.52,30.0,12.0,1380484.0,Stone,7430.37,46.11,No,Yes,No,Airways,No,Wealthy,No,07/30/18,08/03/18,"Lake Maria, TX 17934",153910.8
fffe3900310033003600,Myrtle Sizemore,0.28,26.0,8.0,6943.0,Bronze,26.06,56.97,Yes,Yes,Yes,Airways,No,Wealthy,Yes,05/28/16,05/24/16,"Amberstad, NM 27667",758.49
fffe380035003400,James Reichman,0.26,15.0,6.0,2962.0,Brass,5.92,19.07,No,No,No,Waterways,No,Working Class,No,07/20/15,07/23/15,"Lake Pamelamouth, MA 82541",173.46
fffe3800310030003700,Tracy Anderson,0.61,3.0,2.0,37.0,Marble,6.63,16.7,Yes,Yes,Yes,Airways,No,Wealthy,Yes,06/10/18,06/09/18,"Hubbardburgh, MN 33683",356.37
fffe3700380032003700,Carlos Eidson,0.11,34.0,20.0,2887.0,Aluminium,5.27,18.97,No,No,Yes,Roadways,No,Working Class,No,06/28/17,06/25/17,"Crawfordport, NV 41773",192.32
fffe3800340033003200,Clarence Latson,0.59,16.0,7.0,56827.0,Marble,99.02,57.95,No,Yes,Yes,Roadways,No,Working Class,No,08/11/17,08/07/17,"Port Karentown, MA 83709",5045.14
fffe3800340033003000,Eileen King,0.41,9.0,4.0,141.0,Aluminium,4.45,21.93,No,No,No,Roadways,No,Working Class,Yes,06/01/16,06/01/16,"Carriemouth, IL 11684",195.17
fffe3500360035003400,Patrick Walsh,0.57,25.0,6.0,2862.0,Bronze,8.18,14.29,No,No,No,Roadways,No,Working Class,No,09/15/15,09/16/15,"New Isaacfort, AZ 93472",388.61
fffe3400310038003400,Yolanda Paynter,0.64,17.0,9.0,203488.0,Stone,468.2,97.32,No,No,No,Roadways,No,Working Class,No,08/05/18,08/07/18,"New Steven, WA 75700",3719.24
fffe3100320034003300,James Queen,0.22,5.0,4.0,25.0,Aluminium,4.71,21.61,No,No,Yes,Airways,No,Working Class,No,11/17/18,11/21/18,"West Thomasland, ME 87659",138.44
fffe3600350034003500,Francis Catanzarite,0.36,15.0,8.0,531.0,Aluminium,3.39,15.96,No,No,Yes,Roadways,No,Working Class,No,11/03/16,11/03/16,"Bradleyberg, WI 52895",179.28
fffe3100370039003600,Lonnie Bolton,0.42,52.0,26.0,281213.0,Brass,1506.76,89.65,Yes,No,No,Airways,No,Working Class,No,03/12/19,03/12/19,DPO AA 61833,5129.83
fffe3800370036003200,Lynne Fields,0.32,16.0,7.0,180.0,Wood,6.73,16.07,Yes,No,No,Waterways,No,Working Class,No,09/27/17,09/30/17,"Port Steveton, NH 91914",153.05
fffe3500370033003100,Ruby Scott,0.36,23.0,6.0,304.0,Wood,6.13,14.44,Yes,Yes,No,Airways,No,Wealthy,No,09/26/15,09/27/15,"Ramirezhaven, CT 74027",208.98
fffe390039003800,Talitha Austin,0.08,24.0,20.0,637.0,Wood,5.23,12.64,Yes,Yes,Yes,Airways,No,Working Class,No,03/20/17,03/17/17,"North Jonathanberg, WA 05847",161.28
fffe3600390031003500,Marcus Noffsinger,0.94,12.0,7.0,312.0,Aluminium,4.61,21.53,Yes,No,No,Airways,No,Working Class,Yes,01/21/15,01/23/15,DPO AE 54927,541.37
fffe3700320037003900,Ismael Ruminski,0.61,17.0,8.0,1493.0,Clay,3.72,17.09,Yes,No,No,Waterways,Yes,Working Class,No,04/05/16,04/03/16,"Ashleeburgh, RI 84598",296.57
fffe3700380032003000,Keisha Solorio,0.29,43.0,13.0,2558.0,Clay,5.36,10.01,No,Yes,No,Airways,Yes,Wealthy,No,07/24/18,07/23/18,"Cindyside, WY 09496",269.84
fffe3600330034003000,Catalina Harbison,0.8,30.0,15.0,15976.0,Bronze,69.32,35.11,Yes,Yes,No,Airways,No,Wealthy,No,01/17/19,01/20/19,"Lake Shannon, GA 19115",3398.38
fffe3300370031003400,Jeanine Woodward,0.45,6.0,5.0,708.0,Brass,5.12,13.1,Yes,Yes,No,Airways,No,Working Class,No,07/24/15,07/28/15,FPO AE 82285,193.79
fffe3800350038003200,William Hurley,0.53,24.0,6.0,329.0,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,No,03/17/19,03/17/19,"Daystad, NH 06454",253.4
fffe3700360035003500,Joshua Owens,0.24,28.0,11.0,896.0,Aluminium,3.83,15.43,No,No,No,Roadways,No,Working Class,No,01/31/17,01/28/17,"Kingmouth, OH 54393",-154.19
fffe3500350030003300,Leona Gravel,0.6,12.0,8.0,57131.0,Marble,332.89,96.49,No,Yes,Yes,Roadways,No,Wealthy,No,04/10/15,04/07/15,"South Lori, WY 15491",2836.0
fffe3500330038003100,Jerry Rose,0.57,48.0,15.0,4355.0,Aluminium,33.45,12.04,Yes,Yes,Yes,Airways,No,Working Class,No,06/12/15,06/13/15,"Lake Michele, MD 76077",686.84
fffe3700320032003800,Anthony Steward,0.05,24.0,7.0,5089.0,Bronze,3.0,56.19,No,No,No,Waterways,No,Working Class,No,03/20/18,03/17/18,"North Ashleyfort, AR 46740",287.76
fffe3900340035003200,Kerrie Greis,0.16,20.0,9.0,116422.0,Marble,82.83,39.19,No,No,Yes,Roadways,No,Working Class,No,05/23/17,05/20/17,"Orrbury, NJ 97828",711.74
